model,audio,audio_path,naturalness,clarity,pronunciation,consistency
sarvam,kannada_73.wav,outputs\sarvam\kannada\kannada_73.wav,5,5,5,4
sarvam,kannada_74.wav,outputs\sarvam\kannada\kannada_74.wav,5,5,5,5
sarvam,kannada_75.wav,outputs\sarvam\kannada\kannada_75.wav,5,5,5,5
sarvam,kannada_76.wav,outputs\sarvam\kannada\kannada_76.wav,5,5,5,5
sarvam,kannada_77.wav,outputs\sarvam\kannada\kannada_77.wav,3,5,4,5
sarvam,kannada_78.wav,outputs\sarvam\kannada\kannada_78.wav,3,5,4,4
sarvam,kannada_79.wav,outputs\sarvam\kannada\kannada_79.wav,3,4,4,4
sarvam,kannada_80.wav,outputs\sarvam\kannada\kannada_80.wav,3,4,2,4
sarvam,kannada_81.wav,outputs\sarvam\kannada\kannada_81.wav,4,4,4,4
sarvam,kannada_82.wav,outputs\sarvam\kannada\kannada_82.wav,4,4,4,4
sarvam,kannada_83.wav,outputs\sarvam\kannada\kannada_83.wav,4,4,4,4
sarvam,kannada_84.wav,outputs\sarvam\kannada\kannada_84.wav,4,4,4,4
sarvam,kannada_85.wav,outputs\sarvam\kannada\kannada_85.wav,4,4,4,4
sarvam,kannada_86.wav,outputs\sarvam\kannada\kannada_86.wav,4,4,4,4
sarvam,kannada_87.wav,outputs\sarvam\kannada\kannada_87.wav,4,4,4,4
sarvam,kannada_88.wav,outputs\sarvam\kannada\kannada_88.wav,4,4,4,4
sarvam,kannada_89.wav,outputs\sarvam\kannada\kannada_89.wav,3,4,4,4
sarvam,kannada_90.wav,outputs\sarvam\kannada\kannada_90.wav,5,4,4,4
sarvam,kannada_91.wav,outputs\sarvam\kannada\kannada_91.wav,5,4,4,5
sarvam,kannada_92.wav,outputs\sarvam\kannada\kannada_92.wav,5,5,5,5
sarvam,kannada_93.wav,outputs\sarvam\kannada\kannada_93.wav,5,5,5,5
sarvam,kannada_94.wav,outputs\sarvam\kannada\kannada_94.wav,5,5,5,5
sarvam,kannada_95.wav,outputs\sarvam\kannada\kannada_95.wav,5,5,5,5
sarvam,kannada_96.wav,outputs\sarvam\kannada\kannada_96.wav,4,5,5,5
sarvam,kannada_97.wav,outputs\sarvam\kannada\kannada_97.wav,5,5,5,5
sarvam,kannada_98.wav,outputs\sarvam\kannada\kannada_98.wav,5,5,5,5
sarvam,kannada_99.wav,outputs\sarvam\kannada\kannada_99.wav,5,5,5,5
sarvam,telugu_0.wav,outputs\sarvam\Telugu\telugu_0.wav,4,4,5,5
sarvam,telugu_1.wav,outputs\sarvam\Telugu\telugu_1.wav,4,4,3,5
sarvam,telugu_2.wav,outputs\sarvam\Telugu\telugu_2.wav,4,4,3,4
sarvam,telugu_3.wav,outputs\sarvam\Telugu\telugu_3.wav,4,4,3,2
sarvam,telugu_4.wav,outputs\sarvam\Telugu\telugu_4.wav,4,4,4,2
sarvam,telugu_5.wav,outputs\sarvam\Telugu\telugu_5.wav,4,4,4,2
sarvam,telugu_6.wav,outputs\sarvam\Telugu\telugu_6.wav,4,4,4,3
sarvam,telugu_7.wav,outputs\sarvam\Telugu\telugu_7.wav,3,4,3,3
sarvam,telugu_8.wav,outputs\sarvam\Telugu\telugu_8.wav,3,4,3,3
sarvam,telugu_9.wav,outputs\sarvam\Telugu\telugu_9.wav,3,4,4,3
elevenlabs,telugu_0.mp3,outputs\elevenlabs\Telugu\telugu_0.mp3,5,4,5,5
elevenlabs,telugu_1.mp3,outputs\elevenlabs\Telugu\telugu_1.mp3,5,5,5,5
elevenlabs,telugu_2.mp3,outputs\elevenlabs\Telugu\telugu_2.mp3,5,5,5,5
elevenlabs,telugu_3.mp3,outputs\elevenlabs\Telugu\telugu_3.mp3,5,5,5,5
elevenlabs,telugu_4.mp3,outputs\elevenlabs\Telugu\telugu_4.mp3,5,5,5,5
elevenlabs,telugu_5.mp3,outputs\elevenlabs\Telugu\telugu_5.mp3,5,5,5,5
elevenlabs,telugu_6.mp3,outputs\elevenlabs\Telugu\telugu_6.mp3,5,5,5,5
elevenlabs,telugu_7.mp3,outputs\elevenlabs\Telugu\telugu_7.mp3,5,5,5,5
elevenlabs,telugu_8.mp3,outputs\elevenlabs\Telugu\telugu_8.mp3,5,5,5,5
elevenlabs,telugu_9.mp3,outputs\elevenlabs\Telugu\telugu_9.mp3,5,5,4,5
elevenlabs,telugu_10.mp3,outputs\elevenlabs\Telugu\telugu_10.mp3,4,5,4,5
elevenlabs,telugu_11.mp3,outputs\elevenlabs\Telugu\telugu_11.mp3,4,5,4,4
elevenlabs,telugu_12.mp3,outputs\elevenlabs\Telugu\telugu_12.mp3,4,5,4,4
elevenlabs,telugu_13.mp3,outputs\elevenlabs\Telugu\telugu_13.mp3,5,5,5,4
elevenlabs,telugu_14.mp3,outputs\elevenlabs\Telugu\telugu_14.mp3,5,5,5,5
elevenlabs,telugu_15.mp3,outputs\elevenlabs\Telugu\telugu_15.mp3,5,5,5,5
elevenlabs,telugu_16.mp3,outputs\elevenlabs\Telugu\telugu_16.mp3,5,5,5,5
elevenlabs,telugu_17.mp3,outputs\elevenlabs\Telugu\telugu_17.mp3,5,5,5,5
elevenlabs,telugu_18.mp3,outputs\elevenlabs\Telugu\telugu_18.mp3,5,5,5,5
elevenlabs,telugu_19.mp3,outputs\elevenlabs\Telugu\telugu_19.mp3,5,5,5,5
elevenlabs,telugu_20.mp3,outputs\elevenlabs\Telugu\telugu_20.mp3,5,5,5,5
elevenlabs,telugu_21.mp3,outputs\elevenlabs\Telugu\telugu_21.mp3,5,5,5,5
elevenlabs,telugu_22.mp3,outputs\elevenlabs\Telugu\telugu_22.mp3,5,5,5,5
elevenlabs,telugu_23.mp3,outputs\elevenlabs\Telugu\telugu_23.mp3,5,5,5,5
elevenlabs,telugu_24.mp3,outputs\elevenlabs\Telugu\telugu_24.mp3,5,5,4,5
elevenlabs,telugu_25.mp3,outputs\elevenlabs\Telugu\telugu_25.mp3,5,5,4,4
elevenlabs,telugu_26.mp3,outputs\elevenlabs\Telugu\telugu_26.mp3,5,5,4,4
elevenlabs,telugu_27.mp3,outputs\elevenlabs\Telugu\telugu_27.mp3,5,5,4,4
elevenlabs,telugu_28.mp3,outputs\elevenlabs\Telugu\telugu_28.mp3,5,5,5,4
elevenlabs,telugu_29.mp3,outputs\elevenlabs\Telugu\telugu_29.mp3,5,5,5,5
elevenlabs,telugu_30.mp3,outputs\elevenlabs\Telugu\telugu_30.mp3,5,5,5,5
elevenlabs,telugu_31.mp3,outputs\elevenlabs\Telugu\telugu_31.mp3,5,5,5,5
elevenlabs,telugu_32.mp3,outputs\elevenlabs\Telugu\telugu_32.mp3,5,5,5,5
elevenlabs,telugu_33.mp3,outputs\elevenlabs\Telugu\telugu_33.mp3,5,5,5,5
elevenlabs,telugu_34.mp3,outputs\elevenlabs\Telugu\telugu_34.mp3,4,5,5,5
elevenlabs,telugu_35.mp3,outputs\elevenlabs\Telugu\telugu_35.mp3,5,5,5,5
elevenlabs,telugu_36.mp3,outputs\elevenlabs\Telugu\telugu_36.mp3,5,5,4,5
elevenlabs,telugu_37.mp3,outputs\elevenlabs\Telugu\telugu_37.mp3,5,5,5,5
elevenlabs,telugu_38.mp3,outputs\elevenlabs\Telugu\telugu_38.mp3,5,5,5,5
elevenlabs,telugu_39.mp3,outputs\elevenlabs\Telugu\telugu_39.mp3,5,5,5,5
elevenlabs,telugu_40.mp3,outputs\elevenlabs\Telugu\telugu_40.mp3,5,5,5,5
elevenlabs,telugu_41.mp3,outputs\elevenlabs\Telugu\telugu_41.mp3,5,5,5,5
elevenlabs,telugu_42.mp3,outputs\elevenlabs\Telugu\telugu_42.mp3,5,5,5,5
elevenlabs,telugu_43.mp3,outputs\elevenlabs\Telugu\telugu_43.mp3,5,5,5,5
elevenlabs,telugu_44.mp3,outputs\elevenlabs\Telugu\telugu_44.mp3,5,5,5,4
elevenlabs,telugu_45.mp3,outputs\elevenlabs\Telugu\telugu_45.mp3,5,5,5,4
elevenlabs,telugu_46.mp3,outputs\elevenlabs\Telugu\telugu_46.mp3,5,5,5,3
elevenlabs,telugu_47.mp3,outputs\elevenlabs\Telugu\telugu_47.mp3,5,5,5,5
elevenlabs,telugu_48.mp3,outputs\elevenlabs\Telugu\telugu_48.mp3,5,5,4,5
elevenlabs,telugu_49.mp3,outputs\elevenlabs\Telugu\telugu_49.mp3,5,5,3,5
sarvam,telugu_10.wav,outputs\sarvam\Telugu\telugu_10.wav,4,4,3,5
sarvam,telugu_11.wav,outputs\sarvam\Telugu\telugu_11.wav,4,4,4,4
sarvam,telugu_12.wav,outputs\sarvam\Telugu\telugu_12.wav,3,4,3,4
sarvam,telugu_13.wav,outputs\sarvam\Telugu\telugu_13.wav,5,4,4,4
sarvam,telugu_14.wav,outputs\sarvam\Telugu\telugu_14.wav,5,4,4,4
sarvam,telugu_15.wav,outputs\sarvam\Telugu\telugu_15.wav,5,4,4,4
sarvam,telugu_16.wav,outputs\sarvam\Telugu\telugu_16.wav,5,4,4,4
sarvam,telugu_17.wav,outputs\sarvam\Telugu\telugu_17.wav,5,4,5,4
sarvam,telugu_18.wav,outputs\sarvam\Telugu\telugu_18.wav,3,4,5,4
sarvam,telugu_19.wav,outputs\sarvam\Telugu\telugu_19.wav,5,4,5,3
sarvam,telugu_20.wav,outputs\sarvam\Telugu\telugu_20.wav,5,4,5,3
sarvam,telugu_21.wav,outputs\sarvam\Telugu\telugu_21.wav,5,4,5,2
sarvam,telugu_22.wav,outputs\sarvam\Telugu\telugu_22.wav,5,4,5,4
sarvam,telugu_23.wav,outputs\sarvam\Telugu\telugu_23.wav,4,4,5,4
sarvam,telugu_24.wav,outputs\sarvam\Telugu\telugu_24.wav,4,4,4,4
sarvam,telugu_25.wav,outputs\sarvam\Telugu\telugu_25.wav,4,4,4,4
sarvam,telugu_26.wav,outputs\sarvam\Telugu\telugu_26.wav,4,4,4,4
sarvam,telugu_27.wav,outputs\sarvam\Telugu\telugu_27.wav,4,4,4,4
sarvam,telugu_28.wav,outputs\sarvam\Telugu\telugu_28.wav,4,4,4,4
sarvam,telugu_29.wav,outputs\sarvam\Telugu\telugu_29.wav,4,4,4,4
sarvam,telugu_30.wav,outputs\sarvam\Telugu\telugu_30.wav,5,4,4,4
sarvam,telugu_31.wav,outputs\sarvam\Telugu\telugu_31.wav,5,4,5,4
sarvam,telugu_32.wav,outputs\sarvam\Telugu\telugu_32.wav,5,4,5,4
sarvam,telugu_33.wav,outputs\sarvam\Telugu\telugu_33.wav,5,4,5,4
sarvam,telugu_34.wav,outputs\sarvam\Telugu\telugu_34.wav,5,4,5,4
sarvam,telugu_35.wav,outputs\sarvam\Telugu\telugu_35.wav,5,4,5,4
sarvam,telugu_36.wav,outputs\sarvam\Telugu\telugu_36.wav,4,4,5,4
sarvam,telugu_37.wav,outputs\sarvam\Telugu\telugu_37.wav,4,4,4,4
sarvam,telugu_38.wav,outputs\sarvam\Telugu\telugu_38.wav,4,4,4,4
sarvam,telugu_39.wav,outputs\sarvam\Telugu\telugu_39.wav,4,4,4,4
sarvam,telugu_40.wav,outputs\sarvam\Telugu\telugu_40.wav,4,4,4,4
sarvam,telugu_41.wav,outputs\sarvam\Telugu\telugu_41.wav,4,4,4,4
sarvam,telugu_42.wav,outputs\sarvam\Telugu\telugu_42.wav,4,4,4,4
sarvam,telugu_43.wav,outputs\sarvam\Telugu\telugu_43.wav,4,4,4,4
sarvam,telugu_47.wav,outputs\sarvam\Telugu\telugu_47.wav,4,4,4,4
sarvam,telugu_44.wav,outputs\sarvam\Telugu\telugu_44.wav,4,4,3,4
sarvam,telugu_45.wav,outputs\sarvam\Telugu\telugu_45.wav,4,4,3,4
sarvam,telugu_46.wav,outputs\sarvam\Telugu\telugu_46.wav,4,4,3,4
sarvam,telugu_48.wav,outputs\sarvam\Telugu\telugu_48.wav,4,4,3,4
sarvam,telugu_49.wav,outputs\sarvam\Telugu\telugu_49.wav,4,4,4,4
sarvam,telugu_50.wav,outputs\sarvam\Telugu\telugu_50.wav,4,4,5,4
sarvam,telugu_51.wav,outputs\sarvam\Telugu\telugu_51.wav,4,4,5,4
sarvam,telugu_52.wav,outputs\sarvam\Telugu\telugu_52.wav,5,4,5,4
sarvam,telugu_53.wav,outputs\sarvam\Telugu\telugu_53.wav,5,4,5,5
sarvam,telugu_54.wav,outputs\sarvam\Telugu\telugu_54.wav,5,4,5,5
sarvam,telugu_55.wav,outputs\sarvam\Telugu\telugu_55.wav,4,4,5,5
sarvam,telugu_56.wav,outputs\sarvam\Telugu\telugu_56.wav,4,4,5,5
sarvam,telugu_57.wav,outputs\sarvam\Telugu\telugu_57.wav,4,4,3,5
sarvam,telugu_58.wav,outputs\sarvam\Telugu\telugu_58.wav,4,4,4,5
sarvam,telugu_59.wav,outputs\sarvam\Telugu\telugu_59.wav,5,4,4,5
sarvam,telugu_60.wav,outputs\sarvam\Telugu\telugu_60.wav,5,4,3,5
sarvam,telugu_61.wav,outputs\sarvam\Telugu\telugu_61.wav,5,4,4,5
sarvam,telugu_62.wav,outputs\sarvam\Telugu\telugu_62.wav,5,4,4,5
sarvam,telugu_63.wav,outputs\sarvam\Telugu\telugu_63.wav,5,4,4,5
sarvam,telugu_64.wav,outputs\sarvam\Telugu\telugu_64.wav,5,4,4,5
sarvam,telugu_65.wav,outputs\sarvam\Telugu\telugu_65.wav,5,4,4,5
sarvam,telugu_66.wav,outputs\sarvam\Telugu\telugu_66.wav,5,4,4,5
sarvam,telugu_67.wav,outputs\sarvam\Telugu\telugu_67.wav,5,4,4,5
sarvam,telugu_68.wav,outputs\sarvam\Telugu\telugu_68.wav,5,4,4,5
sarvam,telugu_69.wav,outputs\sarvam\Telugu\telugu_69.wav,4,4,4,5
sarvam,telugu_70.wav,outputs\sarvam\Telugu\telugu_70.wav,4,4,4,4
sarvam,telugu_71.wav,outputs\sarvam\Telugu\telugu_71.wav,4,4,4,4
sarvam,telugu_72.wav,outputs\sarvam\Telugu\telugu_72.wav,4,4,4,4
sarvam,telugu_73.wav,outputs\sarvam\Telugu\telugu_73.wav,4,4,4,4
sarvam,telugu_74.wav,outputs\sarvam\Telugu\telugu_74.wav,4,4,4,4
sarvam,telugu_75.wav,outputs\sarvam\Telugu\telugu_75.wav,4,4,4,4
sarvam,telugu_76.wav,outputs\sarvam\Telugu\telugu_76.wav,4,4,4,4
sarvam,telugu_77.wav,outputs\sarvam\Telugu\telugu_77.wav,4,4,4,4
sarvam,telugu_78.wav,outputs\sarvam\Telugu\telugu_78.wav,4,4,4,4
sarvam,telugu_79.wav,outputs\sarvam\Telugu\telugu_79.wav,4,4,4,4
sarvam,telugu_80.wav,outputs\sarvam\Telugu\telugu_80.wav,4,4,3,4
sarvam,telugu_81.wav,outputs\sarvam\Telugu\telugu_81.wav,3,4,3,4
sarvam,telugu_82.wav,outputs\sarvam\Telugu\telugu_82.wav,3,4,4,4
sarvam,telugu_83.wav,outputs\sarvam\Telugu\telugu_83.wav,4,4,4,4
sarvam,telugu_84.wav,outputs\sarvam\Telugu\telugu_84.wav,4,4,4,4
sarvam,telugu_85.wav,outputs\sarvam\Telugu\telugu_85.wav,4,4,4,4
sarvam,telugu_86.wav,outputs\sarvam\Telugu\telugu_86.wav,4,4,4,4
sarvam,telugu_87.wav,outputs\sarvam\Telugu\telugu_87.wav,4,4,4,4
sarvam,telugu_88.wav,outputs\sarvam\Telugu\telugu_88.wav,4,4,4,4
sarvam,telugu_89.wav,outputs\sarvam\Telugu\telugu_89.wav,4,4,4,4
sarvam,telugu_90.wav,outputs\sarvam\Telugu\telugu_90.wav,3,4,4,4
sarvam,telugu_91.wav,outputs\sarvam\Telugu\telugu_91.wav,3,4,3,4
sarvam,telugu_92.wav,outputs\sarvam\Telugu\telugu_92.wav,4,4,3,4
sarvam,telugu_93.wav,outputs\sarvam\Telugu\telugu_93.wav,4,4,4,4
sarvam,telugu_94.wav,outputs\sarvam\Telugu\telugu_94.wav,4,4,4,4
sarvam,telugu_95.wav,outputs\sarvam\Telugu\telugu_95.wav,4,4,4,4
sarvam,telugu_96.wav,outputs\sarvam\Telugu\telugu_96.wav,4,4,4,4
sarvam,telugu_97.wav,outputs\sarvam\Telugu\telugu_97.wav,4,4,4,4
sarvam,telugu_98.wav,outputs\sarvam\Telugu\telugu_98.wav,4,4,4,4
sarvam,telugu_99.wav,outputs\sarvam\Telugu\telugu_99.wav,2,4,4,4
elevenlabs,telugu_50.mp3,outputs\elevenlabs\Telugu\telugu_50.mp3,5,4,5,4
elevenlabs,telugu_52.mp3,outputs\elevenlabs\Telugu\telugu_52.mp3,5,5,4,5
elevenlabs,telugu_53.mp3,outputs\elevenlabs\Telugu\telugu_53.mp3,5,5,4,5
elevenlabs,telugu_54.mp3,outputs\elevenlabs\Telugu\telugu_54.mp3,5,5,5,5
elevenlabs,telugu_55.mp3,outputs\elevenlabs\Telugu\telugu_55.mp3,5,5,5,5
elevenlabs,telugu_56.mp3,outputs\elevenlabs\Telugu\telugu_56.mp3,5,5,5,5
elevenlabs,telugu_57.mp3,outputs\elevenlabs\Telugu\telugu_57.mp3,5,5,5,5
elevenlabs,telugu_58.mp3,outputs\elevenlabs\Telugu\telugu_58.mp3,5,5,5,5
elevenlabs,telugu_59.mp3,outputs\elevenlabs\Telugu\telugu_59.mp3,5,5,5,5
elevenlabs,telugu_60.mp3,outputs\elevenlabs\Telugu\telugu_60.mp3,5,5,5,5
elevenlabs,telugu_61.mp3,outputs\elevenlabs\Telugu\telugu_61.mp3,5,5,5,5
elevenlabs,telugu_62.mp3,outputs\elevenlabs\Telugu\telugu_62.mp3,5,5,5,5
elevenlabs,telugu_63.mp3,outputs\elevenlabs\Telugu\telugu_63.mp3,5,5,5,5
elevenlabs,telugu_64.mp3,outputs\elevenlabs\Telugu\telugu_64.mp3,5,5,5,5
elevenlabs,telugu_65.mp3,outputs\elevenlabs\Telugu\telugu_65.mp3,5,5,5,5
elevenlabs,telugu_66.mp3,outputs\elevenlabs\Telugu\telugu_66.mp3,5,5,5,5
elevenlabs,telugu_71.mp3,outputs\elevenlabs\Telugu\telugu_71.mp3,4,5,5,5
elevenlabs,telugu_72.mp3,outputs\elevenlabs\Telugu\telugu_72.mp3,4,5,5,5
elevenlabs,telugu_51.mp3,outputs\elevenlabs\Telugu\telugu_51.mp3,4,5,4,5
elevenlabs,telugu_67.mp3,outputs\elevenlabs\Telugu\telugu_67.mp3,5,5,4,5
elevenlabs,telugu_68.mp3,outputs\elevenlabs\Telugu\telugu_68.mp3,5,5,5,5
elevenlabs,telugu_69.mp3,outputs\elevenlabs\Telugu\telugu_69.mp3,5,5,5,5
elevenlabs,telugu_70.mp3,outputs\elevenlabs\Telugu\telugu_70.mp3,5,5,5,5
elevenlabs,telugu_73.mp3,outputs\elevenlabs\Telugu\telugu_73.mp3,5,5,5,5
elevenlabs,telugu_74.mp3,outputs\elevenlabs\Telugu\telugu_74.mp3,5,5,5,5
elevenlabs,telugu_75.mp3,outputs\elevenlabs\Telugu\telugu_75.mp3,5,5,5,5
elevenlabs,telugu_76.mp3,outputs\elevenlabs\Telugu\telugu_76.mp3,5,5,5,5
elevenlabs,telugu_77.mp3,outputs\elevenlabs\Telugu\telugu_77.mp3,5,5,5,5
elevenlabs,telugu_78.mp3,outputs\elevenlabs\Telugu\telugu_78.mp3,5,5,5,5
elevenlabs,telugu_79.mp3,outputs\elevenlabs\Telugu\telugu_79.mp3,5,5,5,5
elevenlabs,telugu_80.mp3,outputs\elevenlabs\Telugu\telugu_80.mp3,5,5,5,5
elevenlabs,telugu_81.mp3,outputs\elevenlabs\Telugu\telugu_81.mp3,5,5,5,5
elevenlabs,telugu_82.mp3,outputs\elevenlabs\Telugu\telugu_82.mp3,5,5,5,5
elevenlabs,telugu_83.mp3,outputs\elevenlabs\Telugu\telugu_83.mp3,5,5,5,5
elevenlabs,telugu_84.mp3,outputs\elevenlabs\Telugu\telugu_84.mp3,5,5,5,5
elevenlabs,telugu_85.mp3,outputs\elevenlabs\Telugu\telugu_85.mp3,5,5,5,5
elevenlabs,telugu_86.mp3,outputs\elevenlabs\Telugu\telugu_86.mp3,5,5,5,5
elevenlabs,telugu_88.mp3,outputs\elevenlabs\Telugu\telugu_88.mp3,5,5,5,5
elevenlabs,telugu_89.mp3,outputs\elevenlabs\Telugu\telugu_89.mp3,5,5,5,5
elevenlabs,telugu_90.mp3,outputs\elevenlabs\Telugu\telugu_90.mp3,5,5,5,5
elevenlabs,telugu_91.mp3,outputs\elevenlabs\Telugu\telugu_91.mp3,5,5,5,5
elevenlabs,telugu_92.mp3,outputs\elevenlabs\Telugu\telugu_92.mp3,5,5,5,5
elevenlabs,telugu_93.mp3,outputs\elevenlabs\Telugu\telugu_93.mp3,5,5,5,5
elevenlabs,telugu_94.mp3,outputs\elevenlabs\Telugu\telugu_94.mp3,5,5,5,5
elevenlabs,telugu_95.mp3,outputs\elevenlabs\Telugu\telugu_95.mp3,5,5,5,5
elevenlabs,telugu_96.mp3,outputs\elevenlabs\Telugu\telugu_96.mp3,5,5,5,5
elevenlabs,telugu_97.mp3,outputs\elevenlabs\Telugu\telugu_97.mp3,5,5,5,5
elevenlabs,telugu_98.mp3,outputs\elevenlabs\Telugu\telugu_98.mp3,5,5,5,5
sarvam,kannada_61.wav,outputs\sarvam\Kannada\kannada_61.wav,4,4,5,4
sarvam,kannada_63.wav,outputs\sarvam\Kannada\kannada_63.wav,3,4,5,4
elevenlabs,english_100.mp3,outputs\elevenlabs\english\english_100.mp3,3,5,5,5
elevenlabs,english_101.mp3,outputs\elevenlabs\english\english_101.mp3,3,5,5,5
elevenlabs,english_102.mp3,outputs\elevenlabs\english\english_102.mp3,3,5,5,5
elevenlabs,english_103.mp3,outputs\elevenlabs\english\english_103.mp3,3,5,5,5
elevenlabs,english_104.mp3,outputs\elevenlabs\english\english_104.mp3,3,5,5,5
elevenlabs,english_105.mp3,outputs\elevenlabs\english\english_105.mp3,4,5,4,4
elevenlabs,english_106.mp3,outputs\elevenlabs\english\english_106.mp3,3,5,4,5
elevenlabs,english_107.mp3,outputs\elevenlabs\english\english_107.mp3,3,5,5,5
elevenlabs,english_108.mp3,outputs\elevenlabs\english\english_108.mp3,3,5,5,5
elevenlabs,english_109.mp3,outputs\elevenlabs\english\english_109.mp3,3,5,5,5
elevenlabs,english_110.mp3,outputs\elevenlabs\english\english_110.mp3,3,5,5,5
elevenlabs,english_111.mp3,outputs\elevenlabs\english\english_111.mp3,3,5,5,4
elevenlabs,english_112.mp3,outputs\elevenlabs\english\english_112.mp3,3,5,4,4
elevenlabs,english_113.mp3,outputs\elevenlabs\english\english_113.mp3,3,5,5,5
elevenlabs,english_114.mp3,outputs\elevenlabs\english\english_114.mp3,3,5,4,4
elevenlabs,english_115.mp3,outputs\elevenlabs\english\english_115.mp3,3,5,4,4
elevenlabs,english_116.mp3,outputs\elevenlabs\english\english_116.mp3,3,5,5,4
elevenlabs,english_117.mp3,outputs\elevenlabs\english\english_117.mp3,3,5,5,5
elevenlabs,english_118.mp3,outputs\elevenlabs\english\english_118.mp3,3,5,5,4
elevenlabs,english_119.mp3,outputs\elevenlabs\english\english_119.mp3,3,5,5,5
elevenlabs,english_120.mp3,outputs\elevenlabs\english\english_120.mp3,3,5,5,5
sarvam,english_101.wav,outputs\sarvam\english\english_101.wav,4,5,5,4
sarvam,english_102.wav,outputs\sarvam\english\english_102.wav,4,5,5,5
sarvam,english_103.wav,outputs\sarvam\english\english_103.wav,4,5,4,5
sarvam,english_104.wav,outputs\sarvam\english\english_104.wav,5,5,5,5
sarvam,english_105.wav,outputs\sarvam\english\english_105.wav,5,5,5,5
sarvam,english_106.wav,outputs\sarvam\english\english_106.wav,5,4,4,5
sarvam,english_107.wav,outputs\sarvam\english\english_107.wav,5,5,5,5
sarvam,english_108.wav,outputs\sarvam\english\english_108.wav,5,5,5,5
sarvam,english_109.wav,outputs\sarvam\english\english_109.wav,5,5,5,4
sarvam,english_110.wav,outputs\sarvam\english\english_110.wav,5,5,4,5
sarvam,english_111.wav,outputs\sarvam\english\english_111.wav,5,5,5,5
sarvam,english_112.wav,outputs\sarvam\english\english_112.wav,5,5,5,5
sarvam,english_113.wav,outputs\sarvam\english\english_113.wav,5,5,5,5
sarvam,english_114.wav,outputs\sarvam\english\english_114.wav,5,5,5,5
sarvam,english_115.wav,outputs\sarvam\english\english_115.wav,5,5,5,5
sarvam,english_116.wav,outputs\sarvam\english\english_116.wav,5,5,4,3
sarvam,english_117.wav,outputs\sarvam\english\english_117.wav,5,5,5,5
sarvam,english_118.wav,outputs\sarvam\english\english_118.wav,5,4,4,4
sarvam,english_119.wav,outputs\sarvam\english\english_119.wav,5,5,5,5
sarvam,english_120.wav,outputs\sarvam\english\english_120.wav,5,5,5,5
sarvam,english_121.wav,outputs\sarvam\english\english_121.wav,5,5,5,5
sarvam,english_122.wav,outputs\sarvam\english\english_122.wav,5,5,5,5
sarvam,english_123.wav,outputs\sarvam\english\english_123.wav,5,4,4,3
sarvam,english_124.wav,outputs\sarvam\english\english_124.wav,5,5,5,5
sarvam,english_125.wav,outputs\sarvam\english\english_125.wav,4,3,1,3
sarvam,english_126.wav,outputs\sarvam\english\english_126.wav,5,5,5,3
sarvam,english_127.wav,outputs\sarvam\english\english_127.wav,5,4,5,3
sarvam,english_128.wav,outputs\sarvam\english\english_128.wav,5,5,5,5
sarvam,english_129.wav,outputs\sarvam\english\english_129.wav,5,5,5,3
sarvam,english_130.wav,outputs\sarvam\english\english_130.wav,5,5,5,5
sarvam,english_131.wav,outputs\sarvam\english\english_131.wav,5,5,5,5
sarvam,english_132.wav,outputs\sarvam\english\english_132.wav,5,5,5,5
sarvam,english_133.wav,outputs\sarvam\english\english_133.wav,5,5,5,5
sarvam,english_134.wav,outputs\sarvam\english\english_134.wav,5,5,4,4
sarvam,english_135.wav,outputs\sarvam\english\english_135.wav,5,5,4,5
sarvam,english_136.wav,outputs\sarvam\english\english_136.wav,5,5,5,5
sarvam,english_137.wav,outputs\sarvam\english\english_137.wav,5,5,5,5
sarvam,english_138.wav,outputs\sarvam\english\english_138.wav,5,5,5,5
sarvam,english_139.wav,outputs\sarvam\english\english_139.wav,5,5,5,5
sarvam,english_140.wav,outputs\sarvam\english\english_140.wav,5,5,5,5
sarvam,english_141.wav,outputs\sarvam\english\english_141.wav,5,5,5,5
sarvam,english_142.wav,outputs\sarvam\english\english_142.wav,5,5,5,5
sarvam,english_143.wav,outputs\sarvam\english\english_143.wav,5,5,5,5
sarvam,english_144.wav,outputs\sarvam\english\english_144.wav,5,5,5,5
sarvam,english_145.wav,outputs\sarvam\english\english_145.wav,5,5,5,5
sarvam,english_146.wav,outputs\sarvam\english\english_146.wav,5,5,5,5
sarvam,english_147.wav,outputs\sarvam\english\english_147.wav,5,4,5,3
sarvam,english_148.wav,outputs\sarvam\english\english_148.wav,5,5,4,5
sarvam,english_149.wav,outputs\sarvam\english\english_149.wav,4,5,4,5
sarvam,english_150.wav,outputs\sarvam\english\english_150.wav,4,5,4,5
sarvam,english_151.wav,outputs\sarvam\english\english_151.wav,4,5,4,4
sarvam,english_152.wav,outputs\sarvam\english\english_152.wav,5,5,5,5
sarvam,english_153.wav,outputs\sarvam\english\english_153.wav,5,5,5,5
sarvam,english_154.wav,outputs\sarvam\english\english_154.wav,5,5,5,5
sarvam,english_155.wav,outputs\sarvam\english\english_155.wav,5,5,5,5
sarvam,english_156.wav,outputs\sarvam\english\english_156.wav,5,5,5,5
sarvam,english_157.wav,outputs\sarvam\english\english_157.wav,5,5,5,5
sarvam,english_158.wav,outputs\sarvam\english\english_158.wav,5,5,5,5
sarvam,english_159.wav,outputs\sarvam\english\english_159.wav,4,5,4,4
